name,country_of_citizenship,position,foot,height_in_cm,current_club_domestic_competition_id,current_club_name,market_value_in_eur,yellow_cards,red_cards,goals,assists,minutes_played,age
Mikkel Pedersen,Denmark,Midfield,right,182.0,DK1,Randers FC,300000.0,1,0,0,1,463,29
Timofey Shipunov,Russia,Midfield,right,173.0,RU1,FC Sochi,300000.0,1,0,0,0,352,21
Philip Rejnhold,Denmark,Defender,both,177.0,DK1,Hvidovre IF,300000.0,3,0,0,0,555,28
Dan MacKay,Scotland,Attack,left,174.0,SC1,Livingston FC,300000.0,3,0,3,2,1103,23
Valeriy Rogozynskyi,Ukraine,Midfield,left,180.0,UKR1,FK Minaj,300000.0,3,0,0,1,642,29
Denys Ndukve,Ukraine,Attack,left,180.0,UKR1,Polissya Zhytomyr,300000.0,4,0,2,0,649,24
Paul Gladon,Netherlands,Attack,right,188.0,NL1,Fortuna Sittard,300000.0,0,0,0,0,173,32
Davy Pröpper,Netherlands,Midfield,right,185.0,NL1,Vitesse Arnhem,300000.0,0,0,1,0,120,33
Eloy Room,Curacao,Goalkeeper,right,190.0,NL1,Vitesse Arnhem,300000.0,1,0,0,0,3060,35
Christian Groß,Germany,Midfield,both,182.0,L1,SV Werder Bremen,300000.0,1,0,0,1,822,35
Anton Bol,Ukraine,Defender,right,187.0,UKR1,Zorya Lugansk,300000.0,0,0,0,0,465,22
Andreas Gülstorff,Denmark,Goalkeeper,left,185.0,DK1,FC Nordsjaelland,300000.0,0,0,0,0,270,22
Ricardo Fernandes,Sao Tome and Principe,Defender,left,173.0,PO1,GD Estoril Praia,300000.0,0,0,0,0,1,22
Charles,Brazil,Goalkeeper,right,186.0,PO1,Vitória Guimarães SC,300000.0,5,0,5,3,1417,30
Luan,Brazil,Attack,right,175.0,PO1,Portimonense SC,300000.0,3,0,1,0,645,22
Zeki Yavru,Türkiye,Defender,right,178.0,TR1,Samsunspor,300000.0,4,0,1,4,2027,33
Artur Remenyak,Ukraine,Attack,right,181.0,UKR1,FK Minaj,300000.0,3,0,5,1,1057,24
Shamal George,England,Goalkeeper,right,198.0,SC1,Livingston FC,300000.0,2,0,0,0,2487,27
Angelos Liasos,Greece,Midfield,right,185.0,GR1,PAS Giannina,300000.0,5,0,0,0,770,24
Sergiy Petko,Ukraine,Midfield,right,183.0,UKR1,FK Minaj,300000.0,8,0,1,1,1448,31
Josh Acheampong,England,Defender,right,185.0,GB1,Chelsea FC,300000.0,0,0,0,0,5,18
Nicky Clark,Scotland,Attack,right,178.0,SC1,St. Johnstone FC,300000.0,0,0,6,0,1040,33
Angus MacDonald,England,Defender,right,190.0,SC1,Aberdeen FC,300000.0,2,0,1,0,1340,32
Aleksandr Zotov,Russia,Midfield,right,178.0,RU1,Rubin Kazan,300000.0,4,0,0,2,1974,34
Yanis Issoufou,France,Attack,left,182.0,FR1,Montpellier HSC,300000.0,0,0,0,0,12,18
Jack Ipalibo,Nigeria,Midfield,right,184.0,GR1,AE Kifisias,300000.0,6,1,0,0,1129,26
Paulo Estrela,Portugal,Midfield,right,171.0,PO1,Portimonense SC,300000.0,1,0,0,1,649,25
Kiki,Portugal,Attack,left,172.0,PO1,Casa Pia AC,300000.0,3,0,0,1,1188,26
Joaquín Panichelli,Argentina,Attack,right,187.0,ES1,Deportivo Alavés,300000.0,0,0,0,0,222,22
Giannis Bouzoukis,Greece,Midfield,left,172.0,GR1,Panetolikos GFS,300000.0,0,0,0,0,311,26
Norman Theuerkauf,Germany,Midfield,left,183.0,L1,1.FC Heidenheim 1846,300000.0,3,0,0,2,1303,38
Vladyslav Vakula,Ukraine,Attack,right,173.0,UKR1,FK Minaj,300000.0,2,0,1,4,1445,25
Alex Méndez,United States,Midfield,left,178.0,PO1,FC Vizela,300000.0,2,0,0,2,503,24
André Pereira,Portugal,Attack,left,188.0,PO1,Rio Ave FC,300000.0,3,0,1,0,651,29
Ramik Gadzhyev,Ukraine,Attack,left,180.0,UKR1,SK Dnipro-1,300000.0,3,0,1,0,369,19
Mateus Lusuardi,Brazil,Defender,left,190.0,IT1,Frosinone Calcio,300000.0,1,0,0,0,396,21
Shane Blaney,Ireland,Defender,right,190.0,SC1,Motherwell FC,300000.0,1,0,2,0,1250,26
Ibou Sané,Senegal,Attack,right,179.0,FR1,FC Metz,300000.0,1,0,1,0,121,19
Shio Fukuda,Japan,Attack,right,178.0,L1,Borussia Mönchengladbach,300000.0,0,0,0,0,32,20
Othmane Maamma,Morocco,Attack,right,180.0,FR1,Montpellier HSC,300000.0,0,0,1,0,88,19
Santiago Rosales,Argentina,Attack,right,180.0,GR1,PAS Giannina,300000.0,0,0,0,0,98,29
Stephen O'Donnell,Scotland,Defender,right,184.0,SC1,Motherwell FC,300000.0,6,0,0,3,2625,32
Kian Hansen,Denmark,Defender,right,184.0,DK1,FC Nordsjaelland,300000.0,1,0,1,0,2174,35
Rodrigo Martins,Portugal,Attack,right,177.0,PO1,Portimonense SC,300000.0,1,0,1,1,372,26
Luca Everink,Netherlands,Defender,right,179.0,NL1,Go Ahead Eagles,300000.0,0,0,0,0,281,23
Robert Mühren,Netherlands,Attack,right,187.0,NL1,FC Volendam,300000.0,0,1,8,1,1577,35
Etta Eyong,Cameroon,Attack,right,181.0,ES1,Cádiz CF,300000.0,0,0,0,0,20,21
Florent Ogier,France,Defender,right,183.0,FR1,Clermont Foot 63,300000.0,1,0,1,1,941,35
Muhammet Ali Özbaskıcı,Türkiye,Midfield,right,172.0,TR1,Samsunspor,300000.0,0,0,0,0,26,19
Adrián Butzke,Spain,Attack,right,193.0,PO1,Vitória Guimarães SC,300000.0,0,0,0,0,453,25
Rodrigo Erramuspe,Argentina,Defender,right,191.0,GR1,PAS Giannina,300000.0,9,0,4,0,1935,34
Joel Silva,Portugal,Midfield,left,185.0,PO1,Boavista FC,300000.0,1,0,1,0,363,21
Luiyi de Lucas,Dominican Republic,Defender,right,194.0,SC1,Livingston FC,300000.0,1,0,1,0,997,30
James McGarry,New Zealand,Defender,left,180.0,SC1,Aberdeen FC,300000.0,1,0,0,0,568,26
Aleksandr Dolgov,Russia,Attack,right,183.0,RU1,Fakel Voronezh,300000.0,1,0,1,0,511,26
Luc De Fougerolles,Canada,Defender,right,183.0,GB1,Fulham FC,300000.0,0,0,0,0,90,19
Marko Gobeljic,Serbia,Defender,right,185.0,GR1,AE Kifisias,300000.0,3,0,0,0,1493,32
Tobias Bach,Denmark,Midfield,left,193.0,DK1,Aarhus GF,300000.0,1,0,3,0,471,21
Denys Tvardovskyi,Ukraine,Goalkeeper,right,206.0,UKR1,Shakhtar Donetsk,300000.0,0,0,0,0,180,21
Albian Ajeti,Switzerland,Attack,right,181.0,TR1,Gaziantep FK,300000.0,0,0,1,0,55,27
Massimo Decoene,Belgium,Midfield,right,183.0,BE1,KV Kortrijk,300000.0,0,0,0,0,12,20
Andrews Tetteh,Greece,Attack,right,188.0,GR1,AE Kifisias,300000.0,4,0,1,1,1474,23
Diogo Dias,Portugal,Goalkeeper,right,188.0,PO1,GD Estoril Praia,300000.0,0,0,0,0,1,21
Robbe Decostere,Belgium,Defender,right,178.0,BE1,Cercle Brugge,300000.0,0,0,0,0,1,26
Fabrício Isidoro,Brazil,Midfield,right,172.0,PO1,SC Farense,300000.0,8,0,3,1,1825,33
Denis Odoi,Ghana,Defender,right,178.0,BE1,Club Brugge KV,300000.0,5,0,1,0,678,36
Sergiy Myakushko,Ukraine,Attack,both,170.0,UKR1,Vorskla Poltava,300000.0,5,0,3,1,1724,31
Kiko,Portugal,Defender,left,177.0,PO1,Gil Vicente FC,300000.0,1,0,0,0,566,25
Yevgeniy Shevchenko,Ukraine,Defender,left,175.0,UKR1,NK Veres Rivne,300000.0,5,0,2,0,1948,29
Jensen Weir,England,Midfield,right,184.0,GB1,Brighton & Hove Albion,300000.0,1,0,0,0,72,22
Yusuf Lawal,Nigeria,Attack,right,175.0,PO1,FC Arouca,300000.0,1,0,0,1,258,26
Mihail Ghecev,Moldova,Midfield,both,178.0,UKR1,FK Minaj,300000.0,1,0,0,0,494,27
Pierre Patron,France,Goalkeeper,right,191.0,BE1,R Charleroi SC,300000.0,0,0,0,0,360,27
Francesco Ruberto,Switzerland,Goalkeeper,right,186.0,PO1,FC Vizela,300000.0,2,0,0,0,565,31
Vasyl Gakman,Ukraine,Defender,right,175.0,UKR1,NK Veres Rivne,300000.0,5,0,0,1,1248,24
Nectarios Triantis,Australia,Defender,right,191.0,SC1,Hibernian FC,300000.0,2,0,0,0,881,21
Tunahan Taşçı,Türkiye,Attack,left,172.0,NL1,Fortuna Sittard,300000.0,1,0,0,0,45,22
Tigran Avanesyan,Armenia,Midfield,right,184.0,RU1,Baltika Kaliningrad,300000.0,0,0,2,0,836,22
Vladyslav Sharay,Ukraine,Attack,left,175.0,UKR1,NK Veres Rivne,300000.0,8,0,4,0,1807,27
Youssef El Arabi,Morocco,Attack,right,183.0,GR1,Olympiacos Piraeus,300000.0,0,0,4,1,375,37
Giannis Christopoulos,Greece,Defender,right,191.0,GR1,Asteras Aktor,300000.0,1,0,0,1,590,24
Michael Golding,England,Midfield,right,180.0,GB1,Chelsea FC,300000.0,0,0,0,0,1,18
Peter Haring,Austria,Midfield,right,187.0,SC1,Heart of Midlothian FC,300000.0,2,0,0,0,466,31
Dario Canadjija,Croatia,Midfield,right,176.0,GR1,AE Kifisias,300000.0,4,0,0,1,1118,30
Marc Martínez,Spain,Goalkeeper,right,186.0,ES1,Granada CF,300000.0,0,0,0,0,270,34
Mario Martín,Spain,Midfield,right,177.0,ES1,Real Madrid,300000.0,0,0,0,0,36,20
Raúl Parra,Spain,Defender,right,187.0,PO1,GD Estoril Praia,300000.0,1,0,1,0,658,25
Alaaddin Okumuş,Türkiye,Defender,right,175.0,TR1,Sivasspor,300000.0,1,0,0,1,1166,29
Yuriy Kravchuk,Ukraine,Defender,left,192.0,UKR1,FK Minaj,300000.0,3,0,0,0,666,30
Mykyta Tatarkov,Ukraine,Midfield,right,178.0,UKR1,Kryvbas Kryvyi Rig,300000.0,1,0,0,1,526,30
Pedro Aparício,Portugal,Midfield,right,172.0,PO1,Moreirense FC,300000.0,2,0,1,0,317,29
Morgan Schneiderlin,France,Midfield,right,186.0,GR1,AE Kifisias,300000.0,2,0,0,0,295,35
Ayo Obileye,England,Defender,right,191.0,SC1,Livingston FC,300000.0,4,0,0,0,2623,30
Charles Dunne,Ireland,Defender,left,188.0,SC1,St. Mirren FC,300000.0,0,0,1,0,810,31
Unai Marrero,Spain,Goalkeeper,right,189.0,ES1,Real Sociedad,300000.0,1,0,0,0,411,23
Demeaco Duhaney,England,Defender,right,180.0,TR1,Istanbulspor,300000.0,8,0,1,0,2189,26
Ali Yaşar,Türkiye,Defender,left,180.0,TR1,Istanbulspor,300000.0,5,0,1,2,2538,29
Berna,Angola,Attack,left,169.0,PO1,Boavista FC,300000.0,2,0,0,0,305,21
Denys Slyusar,Ukraine,Defender,right,188.0,UKR1,Rukh Lviv,300000.0,2,0,0,0,326,22
Oleg Slobodyan,Ukraine,Midfield,right,181.0,UKR1,Obolon Kyiv,300000.0,2,0,0,1,1189,28
Stathis Tachatos,Greece,Defender,right,177.0,GR1,Volos NPS,300000.0,4,0,0,0,465,23
Semen Vovchenko,Ukraine,Defender,left,187.0,UKR1,NK Veres Rivne,300000.0,5,0,1,0,1600,25
Rodrigo Moura,Brazil,Goalkeeper,right,198.0,PO1,GD Chaves,300000.0,0,0,0,0,630,29
Marios Siampanis,Greece,Goalkeeper,left,188.0,GR1,Volos NPS,300000.0,1,0,0,0,450,25
Raphael Holzhauser,Austria,Midfield,left,193.0,BE1,Oud-Heverlee Leuven,300000.0,0,0,0,0,71,31
Carljohan Eriksson,Finland,Goalkeeper,right,191.0,DK1,FC Nordsjaelland,300000.0,0,0,0,0,300,29
Georgios Vrakas,Greece,Midfield,right,180.0,GR1,PAOK Thessaloniki,300000.0,1,0,0,0,242,23
Alpaslan Öztürk,Türkiye,Defender,right,186.0,TR1,Pendikspor,300000.0,7,0,2,0,1860,31
Jardel,Guinea-Bissau,Attack,right,184.0,PO1,FC Vizela,300000.0,0,0,0,1,256,27
Toni Fuidias,Spain,Goalkeeper,right,195.0,ES1,Girona FC,300000.0,0,0,0,0,180,23
Boris Kleyman,Israel,Goalkeeper,left,185.0,GR1,PAS Giannina,300000.0,1,0,0,0,1800,34
Liam Boyce,Northern Ireland,Attack,left,184.0,SC1,Heart of Midlothian FC,300000.0,2,0,1,3,849,33
Nordin Amrabat,Morocco,Attack,right,179.0,GR1,AEK Athens,300000.0,3,0,4,7,1666,37
Ritchie De Laet,Belgium,Defender,right,184.0,BE1,Royal Antwerp FC,300000.0,4,0,0,2,1479,36
Vladyslav Dmytrenko,Ukraine,Attack,both,170.0,UKR1,Metalist 1925 Kharkiv,300000.0,2,0,4,0,880,24
Mohamed Bouchouari,Belgium,Defender,right,170.0,BE1,RSC Anderlecht,300000.0,0,0,0,0,1,24
Nikolaos Gotzamanidis,Greece,Defender,right,189.0,GR1,Panserraikos,300000.0,3,0,0,0,944,24
Andriy Batsula,Ukraine,Defender,left,184.0,UKR1,Vorskla Poltava,300000.0,2,0,2,5,1913,32
Chaïm El Djebali,Tunisia,Midfield,right,170.0,FR1,Olympique Lyon,300000.0,0,0,0,0,11,20
Sean Kelly,Scotland,Defender,left,188.0,SC1,Livingston FC,300000.0,1,0,3,0,1514,31
Luca Gemello,Italy,Goalkeeper,right,190.0,IT1,Torino FC,300000.0,0,0,0,0,300,24
Noah Shamoun,Syria,Attack,right,183.0,DK1,Randers FC,300000.0,0,0,0,0,148,22
Roman Goncharenko,Ukraine,Defender,both,184.0,UKR1,Kolos Kovalivka,300000.0,2,0,0,0,587,31
Gavin Kilkenny,Ireland,Midfield,right,175.0,GB1,AFC Bournemouth,300000.0,0,0,0,0,33,24
Facundo Soloa,Argentina,Midfield,right,175.0,GR1,AE Kifisias,300000.0,4,0,0,0,538,28
Daniel Høegh,Denmark,Defender,right,190.0,DK1,Randers FC,300000.0,1,0,1,1,1677,34
Alberto Flores,Spain,Goalkeeper,left,187.0,ES1,Sevilla FC,300000.0,0,0,0,0,90,21
Manu Bueno,Spain,Midfield,left,178.0,ES1,Sevilla FC,300000.0,1,0,0,0,215,20
Curtis Main,England,Attack,right,178.0,SC1,Dundee FC,300000.0,2,0,0,0,434,32
Júnior Pius,Nigeria,Defender,right,193.0,PO1,GD Chaves,300000.0,6,1,0,0,1158,29
Shinga,South Africa,Defender,left,175.0,PO1,CF Estrela Amadora SAD,300000.0,0,0,0,0,516,24
Ismael,Portugal,Midfield,right,184.0,PO1,Moreirense FC,300000.0,5,0,0,0,555,25
Rostyslav Taranukha,Ukraine,Attack,right,178.0,UKR1,Obolon Kyiv,300000.0,4,0,3,1,1574,28
Vitinho,Brazil,Midfield,right,175.0,PO1,FC Arouca,300000.0,2,0,0,2,2827,25
Vicente Iborra,Spain,Midfield,right,190.0,GR1,Olympiacos Piraeus,300000.0,2,0,1,0,718,37
Sem Scheperman,Netherlands,Midfield,left,188.0,NL1,Heracles Almelo,300000.0,4,0,0,0,704,22
Fahem Benaissa-Yahia,France,Defender,left,188.0,PO1,Casa Pia AC,300000.0,0,0,0,0,12,22
Emil Højlund,Denmark,Attack,right,191.0,DK1,FC Copenhagen,300000.0,0,0,0,0,1,20
Jason Davidson,Australia,Defender,left,182.0,BE1,KAS Eupen,300000.0,4,0,1,0,2336,33
Mihajlo Ivancevic,Serbia,Defender,left,190.0,DK1,Odense Boldklub,300000.0,1,0,0,0,587,25
Ostap Prytula,Ukraine,Midfield,left,174.0,UKR1,Rukh Lviv,300000.0,2,0,1,1,682,24
Stavros Petavrakis,Greece,Defender,left,176.0,GR1,Panserraikos,300000.0,7,0,0,2,1503,32
Noah Nartey,Denmark,Midfield,right,180.0,DK1,Bröndby IF,300000.0,0,0,0,1,94,19
William Kaastrup,Denmark,Defender,left,178.0,DK1,Randers FC,300000.0,1,0,0,0,424,20
Pietro Perdichizzi,Belgium,Defender,left,182.0,BE1,KVC Westerlo,300000.0,1,0,0,0,538,32
Bruno Brígido,Brazil,Goalkeeper,right,187.0,PO1,CF Estrela Amadora SAD,300000.0,0,0,0,0,2430,33
Nathan Bitumazala,France,Midfield,right,178.0,BE1,KAS Eupen,300000.0,2,0,0,0,111,22
Killian Phillips,Ireland,Midfield,right,190.0,SC1,Aberdeen FC,300000.0,2,0,1,0,721,22
Loris Mouyokolo,France,Defender,right,194.0,FR1,FC Lorient,300000.0,0,0,0,0,90,23
Arif Boşluk,Türkiye,Defender,left,184.0,TR1,Trabzonspor,300000.0,0,0,0,1,98,21
Diego Pineda,Mexico,Attack,right,177.0,SC1,Dundee FC,300000.0,0,0,0,0,24,29
Vitaliy Botnar,Russia,Goalkeeper,left,187.0,RU1,FC Pari Nizhniy Novgorod,275000.0,1,0,0,0,360,23
Ivan Zazvonkin,Russia,Midfield,right,178.0,RU1,Dynamo Moscow,275000.0,0,0,1,0,6,20
Emrehan Gedikli,Türkiye,Attack,right,187.0,TR1,Istanbulspor,275000.0,0,0,1,0,444,21
Hüseyin Türkmen,Türkiye,Defender,right,183.0,TR1,Trabzonspor,275000.0,0,0,0,0,139,27
Marko Vejinović,Netherlands,Midfield,right,186.0,NL1,Heracles Almelo,275000.0,6,0,1,1,1304,34
Moryké Fofana,Cote d'Ivoire,Attack,right,175.0,TR1,Samsunspor,275000.0,4,0,0,4,1047,33
Darius Johnson,Grenada,Attack,right,182.0,NL1,FC Volendam,275000.0,2,0,1,2,1265,24
Admiral Muskwe,Zimbabwe,Attack,right,183.0,GB1,Luton Town,275000.0,0,0,0,0,85,26
Teddy Jenks,England,Midfield,right,191.0,SC1,Ross County FC,275000.0,1,0,0,2,706,22
Mame Mor Faye,Senegal,Attack,right,182.0,TR1,Caykur Rizespor,275000.0,0,0,0,0,100,19
Sven Nieuwpoort,Netherlands,Defender,right,191.0,NL1,Excelsior Rotterdam,275000.0,2,0,1,0,1523,31
Tolis Vellios,Greece,Attack,right,191.0,NL1,PEC Zwolle,275000.0,4,0,3,2,803,33
Federico Macheda,Italy,Attack,right,185.0,TR1,MKE Ankaragücü,275000.0,1,0,3,0,485,33
Moses Ebiye,Nigeria,Attack,both,185.0,SC1,Motherwell FC,275000.0,0,0,1,0,36,27
Amir Batyrev,Russia,Midfield,right,175.0,RU1,FC Sochi,275000.0,3,0,0,0,1000,22
Michiel Kramer,Netherlands,Attack,right,196.0,NL1,RKC Waalwijk,275000.0,5,0,8,0,1866,36
Salvatore Sirigu,Italy,Goalkeeper,right,192.0,TR1,Fatih Karagümrük,275000.0,0,0,0,1,1530,38
Vitó,Portugal,Midfield,left,180.0,PO1,CF Estrela Amadora SAD,275000.0,0,0,0,0,647,27
Raz Meir,Israel,Defender,right,180.0,NL1,RKC Waalwijk,275000.0,0,0,0,0,142,28
Amar Gerxhaliu,Kosovo,Defender,right,193.0,TR1,Antalyaspor,275000.0,0,0,1,0,335,22
Deron Payne,Netherlands,Defender,right,182.0,NL1,FC Volendam,275000.0,3,0,0,1,910,22
Shaun Byrne,Scotland,Midfield,right,178.0,SC1,Dundee FC,275000.0,0,0,0,0,83,31
Hasan Kılıç,Türkiye,Midfield,right,183.0,TR1,Pendikspor,275000.0,0,0,0,0,29,32
Hayrullah Bilazer,Türkiye,Defender,right,170.0,TR1,MKE Ankaragücü,275000.0,1,0,0,0,709,29
Paulinho,Portugal,Attack,right,186.0,PO1,Portimonense SC,275000.0,9,0,19,10,4148,25
Ryan Trevitt,England,Midfield,right,17.0,GB1,Brentford FC,275000.0,3,0,2,1,357,21
Maksym Imerekov,Ukraine,Defender,right,186.0,GR1,Atromitos Athens,250000.0,6,0,2,0,1731,34
Neto,Brazil,Midfield,right,181.0,PO1,Casa Pia AC,250000.0,19,0,1,1,5252,33
Aias Aosman,Syria,Midfield,both,175.0,TR1,Pendikspor,250000.0,0,0,0,0,72,30
David Mamutovic,Germany,Attack,left,189.0,L1,1.FSV Mainz 05,250000.0,0,0,0,0,9,24
Habib Sylla,Cote d'Ivoire,Defender,right,178.0,PO1,GD Chaves,250000.0,2,0,0,0,487,25
Federico Gino,Uruguay,Midfield,right,176.0,GR1,PAS Giannina,250000.0,11,0,0,0,1850,31
Zeca,Greece,Midfield,right,182.0,GR1,Panathinaikos FC,250000.0,1,1,0,0,629,36
Björn Paulsen,Denmark,Defender,right,191.0,DK1,Odense Boldklub,250000.0,2,0,0,2,1260,33
Rashaan Fernandes,Netherlands,Attack,right,170.0,NL1,Go Ahead Eagles,250000.0,0,0,0,0,61,26
Aloïs Confais,France,Midfield,right,174.0,FR1,Le Havre AC,250000.0,0,0,0,0,6,28
Ross Doohan,Scotland,Goalkeeper,right,186.0,SC1,Aberdeen FC,250000.0,0,0,0,0,90,26
İlker Karakaş,Türkiye,Attack,right,187.0,TR1,Gaziantep FK,250000.0,0,0,0,1,86,26
Ivan Tyshchenko,Ukraine,Midfield,right,179.0,UKR1,LNZ Cherkasy,250000.0,1,0,0,1,373,26
Edgar Babayan,Armenia,Attack,both,180.0,DK1,Randers FC,250000.0,1,0,0,0,364,29
Dmytro Shastal,Ukraine,Attack,right,179.0,UKR1,NK Veres Rivne,250000.0,3,0,3,3,1270,29
Nikolaos Marinakis,Greece,Defender,right,178.0,GR1,OFI Crete FC,250000.0,5,0,1,0,596,31
Steve Mvoué,Cameroon,Midfield,right,185.0,PO1,Portimonense SC,250000.0,0,0,0,0,68,22
Gary Mackay-Steven,Scotland,Midfield,left,175.0,SC1,Kilmarnock FC,250000.0,0,0,0,0,84,34
Rajiv van La Parra,Netherlands,Attack,right,181.0,NL1,Almere City FC,250000.0,1,0,2,1,1828,33
Lindsay Rose,Mauritius,Defender,right,184.0,GR1,Aris Thessaloniki,250000.0,2,0,0,0,787,32
Niklas Lomb,Germany,Goalkeeper,right,186.0,L1,Bayer 04 Leverkusen,250000.0,0,0,0,0,90,31
Jonathan de Guzmán,Netherlands,Midfield,right,173.0,NL1,Sparta Rotterdam,250000.0,6,0,1,2,2012,37
Samuele Longo,Italy,Attack,right,185.0,GR1,PAS Lamia 1964,250000.0,2,0,1,2,405,33
Ian Smeulers,Netherlands,Defender,left,177.0,NL1,Excelsior Rotterdam,250000.0,1,0,0,0,179,25
Capita,Angola,Attack,left,171.0,PO1,CF Estrela Amadora SAD,250000.0,0,0,0,0,26,23
José Hernández,Ecuador,Defender,left,171.0,UKR1,FK Oleksandriya,250000.0,1,0,0,0,274,28
Adam Devine,Scotland,Defender,right,190.0,SC1,Rangers FC,250000.0,0,0,1,1,520,21
Dániel Kovács,Hungary,Goalkeeper,right,190.0,GR1,Volos NPS,250000.0,0,0,0,0,720,31
Alberk Koç,Türkiye,Defender,left,181.0,TR1,Caykur Rizespor,250000.0,1,0,0,0,14,27
Denis Yakuba,Russia,Midfield,both,170.0,RU1,Krylya Sovetov Samara,250000.0,0,0,0,0,151,28
Javi Rueda,Spain,Defender,right,177.0,ES1,Celta de Vigo,250000.0,0,0,0,0,19,22
Sekou Diawara,Belgium,Attack,left,187.0,IT1,Udinese Calcio,250000.0,0,0,0,0,31,20
Ilya Kukharchuk,Russia,Attack,right,186.0,RU1,FC Pari Nizhniy Novgorod,250000.0,0,0,1,0,636,34
Janne-Pekka Laine,Finland,Midfield,right,184.0,TR1,Caykur Rizespor,250000.0,2,0,0,0,127,24
Yevgeniy Morozko,Ukraine,Defender,right,176.0,UKR1,NK Veres Rivne,250000.0,4,0,1,1,1123,31
Oli Shaw,Scotland,Attack,right,188.0,SC1,Motherwell FC,250000.0,1,0,0,2,434,26
Facundo Bertoglio,Argentina,Midfield,right,172.0,GR1,Volos NPS,250000.0,3,0,2,0,621,34
Marcel Rømer,Denmark,Midfield,right,181.0,DK1,Lyngby BK,250000.0,4,0,1,1,2069,33
Yevgen Zaporozhets,Ukraine,Midfield,right,186.0,UKR1,Obolon Kyiv,250000.0,0,0,0,0,149,30
Luka Racic,Denmark,Defender,right,189.0,GR1,Volos NPS,250000.0,1,0,0,0,381,25
Denys Kostyshyn,Ukraine,Midfield,left,179.0,UKR1,FK Oleksandriya,250000.0,0,0,0,0,282,27
Georgios Tzavellas,Greece,Defender,left,183.0,GR1,Atromitos Athens,250000.0,7,0,0,0,1665,37
Né Lopes,Portugal,Defender,right,185.0,PO1,Gil Vicente FC,250000.0,0,0,0,0,258,24
Teddy Alloh,France,Defender,left,176.0,BE1,KAS Eupen,250000.0,1,0,0,1,194,23
Igor Vekic,Slovenia,Goalkeeper,right,192.0,DK1,Vejle Boldklub,250000.0,0,0,0,0,300,26
Jan Sobocinski,Poland,Defender,left,186.0,GR1,PAS Giannina,250000.0,0,0,1,0,137,25
Ibe Hautekiet,Belgium,Defender,right,188.0,BE1,Standard Liège,250000.0,0,0,0,0,56,22
Guy Hadida,Israel,Midfield,left,177.0,UKR1,Chornomorets Odessa,250000.0,2,0,1,0,313,29
Scott Bain,Scotland,Goalkeeper,right,183.0,SC1,Celtic FC,250000.0,0,0,0,0,150,33
Jon McCracken,Scotland,Goalkeeper,right,190.0,SC1,Dundee FC,250000.0,0,0,0,0,840,24
Ardit Toli,Albania,Midfield,right,178.0,UKR1,Vorskla Poltava,250000.0,0,0,0,0,225,27
Callum Booth,Scotland,Defender,left,181.0,SC1,St. Johnstone FC,250000.0,0,0,0,1,90,33
Kerim Alıcı,Türkiye,Defender,right,183.0,TR1,Hatayspor,250000.0,3,0,1,0,1426,27
David Carson,England,Midfield,right,178.0,SC1,Livingston FC,250000.0,1,0,0,0,675,29
Nikolaos Athanasiou,Greece,Defender,left,177.0,GR1,Atromitos Athens,250000.0,4,0,0,0,1199,23
Nikola Stajic,Serbia,Defender,left,182.0,GR1,Panetolikos GFS,250000.0,4,0,0,0,858,23
Abdulkadir Parmak,Türkiye,Midfield,right,176.0,TR1,Hatayspor,250000.0,0,0,0,1,484,30
Georgios Xenitidis,Greece,Midfield,both,175.0,GR1,Panetolikos GFS,250000.0,2,0,0,0,282,25
Djordje Nikolic,Serbia,Goalkeeper,right,195.0,TR1,Sivasspor,250000.0,0,0,0,0,450,27
Antonio Jakolis,Croatia,Attack,right,175.0,RU1,Fakel Voronezh,250000.0,1,0,0,0,310,32
Tayfun Aydoğan,Türkiye,Midfield,right,175.0,TR1,Adana Demirspor,250000.0,3,0,2,1,670,28
Frederik Rieper,Denmark,Defender,right,196.0,DK1,Silkeborg IF,250000.0,0,0,0,0,319,25
Dmitriy Nagiyev,Azerbaijan,Defender,right,176.0,UKR1,Obolon Kyiv,250000.0,0,0,0,1,781,29
Sergey Bryzgalov,Russia,Defender,right,182.0,RU1,Fakel Voronezh,250000.0,1,0,0,0,1028,32
Joren Dom,Belgium,Midfield,right,178.0,BE1,Oud-Heverlee Leuven,250000.0,2,0,0,1,1435,35
Graham Carey,Ireland,Midfield,left,183.0,SC1,St. Johnstone FC,250000.0,4,0,2,7,2358,35
Ali Şaşal Vural,Türkiye,Goalkeeper,both,187.0,TR1,Sivasspor,250000.0,3,0,0,0,2970,34
Tashan Oakley-Boothe,England,Midfield,right,182.0,PO1,CF Estrela Amadora SAD,250000.0,0,0,0,0,93,24
Daan Rienstra,Netherlands,Midfield,right,174.0,GR1,PAS Giannina,250000.0,3,0,1,1,1502,32
Álex Mula,Spain,Attack,right,178.0,GR1,PAS Lamia 1964,250000.0,0,0,0,0,155,28
Alberto Dadie,Spain,Attack,right,170.0,ES1,Real Sociedad,250000.0,0,0,0,1,140,22
Alfred Finnbogason,Iceland,Attack,right,184.0,BE1,KAS Eupen,250000.0,3,0,3,4,1446,35
Rodion Plaksa,Ukraine,Midfield,right,173.0,UKR1,FK Oleksandriya,250000.0,2,0,2,0,574,23
